"","entry_number","@_fa","@seq","author_url","authid","orcid","authname","surname","given_name","initials","afid.@_fa","afid"
"898",282,"true","2","https://api.elsevier.com/content/author/author_id/14053778900","14053778900",NA,"Heinonen K.","Heinonen","Kristina","K.","true","60002505"
"899",282,"true","3","https://api.elsevier.com/content/author/author_id/6603712976","6603712976",NA,"Lemmink J.G.A.M.","Lemmink","Jos G.A.M.","J.G.A.M.","true","60018869"
"900",283,"true","1","https://api.elsevier.com/content/author/author_id/57214679238","57214679238",NA,"Hwang I.","Hwang","Inhwan","I.","true","60003780"
"901",283,"true","2","https://api.elsevier.com/content/author/author_id/57214672453","57214672453",NA,"Cho H.","Cho","Hyeonje","H.","true","60003780"
"902",283,"true","3","https://api.elsevier.com/content/author/author_id/57214676171","57214676171",NA,"Ji Y.","Ji","Yunhu","Y.","true","60003780"
"903",283,"true","4","https://api.elsevier.com/content/author/author_id/57214679063","57214679063",NA,"Kim H.","Kim","Huijung","H.","true","60003780"
"904",284,"true","1","https://api.elsevier.com/content/author/author_id/12244705000","12244705000",NA,"Dotzel T.","Dotzel","Thomas","T.","true","60026306"
"905",284,"true","2","https://api.elsevier.com/content/author/author_id/7102439832","7102439832",NA,"Shankar V.","Shankar","Venkatesh","V.","true","60138449"
"906",285,"true","1","https://api.elsevier.com/content/author/author_id/57196377670","57196377670",NA,"Zhang J.","Zhang","Jurui","J.","true","60024063"
"907",286,"true","1","https://api.elsevier.com/content/author/author_id/57191190494","57191190494",NA,"Nikiforova N.D.","Nikiforova","Nedka Dechkova","N.D.","true","60021859"
"908",287,"true","1","https://api.elsevier.com/content/author/author_id/57194275758","57194275758",NA,"Becagli C.","Becagli","Claudio","C.","true","60021859"
"909",287,"true","2","https://api.elsevier.com/content/author/author_id/54385232500","54385232500",NA,"Faraoni M.","Faraoni","Monica","M.","true","60021859"
"910",288,"true","1","https://api.elsevier.com/content/author/author_id/25637923200","25637923200",NA,"Van Laer T.","Van Laer","Tom","T.","true","60020134"
"911",288,"true","2","https://api.elsevier.com/content/author/author_id/6603173487","6603173487",NA,"Edson Escalas J.","Edson Escalas","Jennifer","J.","true","60116489"
"912",288,"true","3","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.","true","60026553"
"913",288,"true","4","https://api.elsevier.com/content/author/author_id/22986783000","22986783000",NA,"Van Den Hende E.A.","Van Den Hende","Ellis A.","E.A.","true","60118051"
"914",289,"true","1","https://api.elsevier.com/content/author/author_id/57216529118","57216529118",NA,"Gabel S.","Gabel","Sebastian","S.",NA,NA
"915",289,"true","2","https://api.elsevier.com/content/author/author_id/57195321626","57195321626",NA,"Guhl D.","Guhl","Daniel","D.",NA,NA
"916",289,"true","3","https://api.elsevier.com/content/author/author_id/7004529148","7004529148",NA,"Klapper D.","Klapper","Daniel","D.",NA,NA
"917",290,"true","1","https://api.elsevier.com/content/author/author_id/57208803436","57208803436",NA,"Amed S.","Amed","Sultan","S.","true","60024948"
"918",290,"true","2","https://api.elsevier.com/content/author/author_id/56316810800","56316810800","0000-0002-3546-2251","Mukherjee S.","Mukherjee","Srabanti","S.","true","60212786"
"919",290,"true","3","https://api.elsevier.com/content/author/author_id/56418842400","56418842400",NA,"Das P.","Das","Prasun","P.","true","60024948"
"920",290,"true","4","https://api.elsevier.com/content/author/author_id/36960854300","36960854300",NA,"Datta B.","Datta","Biplab","B.","true","60212786"
"921",291,"true","1","https://api.elsevier.com/content/author/author_id/36727950100","36727950100",NA,"Mahr D.","Mahr","Dominik","D.","true","60018869"
"922",291,"true","2","https://api.elsevier.com/content/author/author_id/57208179884","57208179884",NA,"Stead S.","Stead","Susan","S.","true","60018869"
"923",291,"true","3","https://api.elsevier.com/content/author/author_id/6602297452","6602297452",NA,"Odekerken-Schröder G.","Odekerken-Schröder","Gaby","G.","true","60018869"
"924",292,"true","1","https://api.elsevier.com/content/author/author_id/57215212892","57215212892",NA,"Guo J.","Guo","Jiapei","J.","true","60016930"
"925",292,"true","2","https://api.elsevier.com/content/author/author_id/55768664100","55768664100",NA,"Luo H.","Luo","Hong","H.","true","60016930"
"926",292,"true","3","https://api.elsevier.com/content/author/author_id/56358931400","56358931400",NA,"Sun Y.","Sun","Yan","Y.","true","60016930"
"927",293,"true","1","https://api.elsevier.com/content/author/author_id/55123240900","55123240900",NA,"Herhausen D.","Herhausen","Dennis","D.","true","60107797"
"928",293,"true","2","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.","true","60026553"
"929",293,"true","3","https://api.elsevier.com/content/author/author_id/7004324968","7004324968",NA,"Grewal D.","Grewal","Dhruv","D.","true","60025239"
"930",293,"true","4","https://api.elsevier.com/content/author/author_id/35331187000","35331187000",NA,"Wulf J.","Wulf","Jochen","J.","true","60027786"
"931",293,"true","5","https://api.elsevier.com/content/author/author_id/56405605700","56405605700",NA,"Schoegel M.","Schoegel","Marcus","M.","true","60027786"
"932",294,"true","1","https://api.elsevier.com/content/author/author_id/57188808746","57188808746",NA,"Huang L.","Huang","Lijuan","L.","true","60025578"
"933",294,"true","2","https://api.elsevier.com/content/author/author_id/56103926700","56103926700",NA,"Mou J.","Mou","Jian","J.","true","60025578"
"934",294,"true","3","https://api.elsevier.com/content/author/author_id/16403237500","16403237500",NA,"See-To E.W.K.","See-To","Eric W.K.","E.W.K.","true","60011074"
"935",294,"true","4","https://api.elsevier.com/content/author/author_id/57191684116","57191684116",NA,"Kim J.","Kim","Jongki","J.","true","60008783"
"936",295,"true","1","https://api.elsevier.com/content/author/author_id/55294413800","55294413800",NA,"Rocklage M.","Rocklage","Matthew D.","M.D.","true","60116407"
"937",295,"true","2","https://api.elsevier.com/content/author/author_id/7006333143","7006333143",NA,"Rucker D.","Rucker","Derek D.","D.D.","true","60007363"
"938",296,"true","1","https://api.elsevier.com/content/author/author_id/57191891792","57191891792",NA,"Melumad S.","Melumad","Shiri","S.","true","60022452"
"939",296,"true","2","https://api.elsevier.com/content/author/author_id/7005107829","7005107829",NA,"Inman J.J.","Inman","J. Jeffrey","J.J.","true","60116111"
"940",296,"true","3","https://api.elsevier.com/content/author/author_id/55663804900","55663804900",NA,"Pham M.T.","Pham","Michel Tuan","M.T.","true","60027552"
"941",297,"true","1","https://api.elsevier.com/content/author/author_id/57208103770","57208103770",NA,"Zhang L.","Zhang","Li","L.","true","60024438"
"942",297,"true","2","https://api.elsevier.com/content/author/author_id/57203535425","57203535425",NA,"Cheng X.","Cheng","Xianwei","X.","true","60024438"
"943",297,"true","3","https://api.elsevier.com/content/author/author_id/57198971738","57198971738",NA,"Zhao H.","Zhao","Hui","H.","true","60024438"
"944",297,"true","4","https://api.elsevier.com/content/author/author_id/7202569569","7202569569",NA,"Mohanty S.","Mohanty","Saraju P.","S.P.","true","60024438"
"945",297,"true","5","https://api.elsevier.com/content/author/author_id/35219922800","35219922800",NA,"Fang J.","Fang","Juan","J.","true","60022281"
"946",298,"true","1","https://api.elsevier.com/content/author/author_id/57200092848","57200092848",NA,"Park G.","Park","Geonwoo","G.","true","60000872"
"947",298,"true","2","https://api.elsevier.com/content/author/author_id/55210550200","55210550200",NA,"Kim H.","Kim","Harksoo","H.","true","60000872"
"948",299,"true","1","https://api.elsevier.com/content/author/author_id/57225252794","57225252794",NA,"Hamdan O.","Hamdan","Omar","O.","true","60070791"
"949",299,"true","2","https://api.elsevier.com/content/author/author_id/57208105164","57208105164",NA,"Shanableh H.","Shanableh","Hassan","H.","true","60070791"
"950",299,"true","3","https://api.elsevier.com/content/author/author_id/57208105987","57208105987",NA,"Zaki I.","Zaki","Inas","I.","true","60070791"
"951",299,"true","4","https://api.elsevier.com/content/author/author_id/7005259343","7005259343",NA,"Al-Ali A.R.","Al-Ali","A. R.","A.R.","true","60070791"
"952",299,"true","5","https://api.elsevier.com/content/author/author_id/16317066900","16317066900",NA,"Shanableh T.","Shanableh","Tamer","T.","true","60070791"
"953",300,"true","1","https://api.elsevier.com/content/author/author_id/57219988937","57219988937",NA,"Xie H.","Xie","Huaze","H.","true","60020739"
"954",300,"true","2","https://api.elsevier.com/content/author/author_id/57211430198","57211430198",NA,"Bin Ahmadon M.A.","Bin Ahmadon","Mohd Anuaruddin","M.A.","true","60020739"
"955",300,"true","3","https://api.elsevier.com/content/author/author_id/56036805400","56036805400",NA,"Yamaguchi S.","Yamaguchi","Shingo","S.","true","60020739"
"956",300,"true","4","https://api.elsevier.com/content/author/author_id/56022321900","56022321900",NA,"Toyoshima I.","Toyoshima","Ichiro","I.","true","60018735"
"957",301,"true","1","https://api.elsevier.com/content/author/author_id/57926667900","57926667900",NA,"Costa A.","Costa","Ana","A.","true","60028300"
"958",301,"true","2","https://api.elsevier.com/content/author/author_id/57201342913","57201342913",NA,"Guerreiro J.","Guerreiro","João","J.","true","60028300"
"959",301,"true","3","https://api.elsevier.com/content/author/author_id/56076679200","56076679200","0000-0002-4861-6686","Moro S.","Moro","Sérgio","S.","true","60028300"
"960",301,"true","4","https://api.elsevier.com/content/author/author_id/26428783400","26428783400",NA,"Henriques R.","Henriques","Roberto","R.","true","60105899"
"961",302,"true","1","https://api.elsevier.com/content/author/author_id/57192993903","57192993903",NA,"Chavan G.D.","Chavan","Gitesh Dhairyashilrao","G.D.","true","60022123"
"962",302,"true","2","https://api.elsevier.com/content/author/author_id/24544416000","24544416000",NA,"Chaudhuri R.","Chaudhuri","Ranjan","R.","true","60212786"
"963",302,"true","3","https://api.elsevier.com/content/author/author_id/7202392961","7202392961",NA,"Johnston W.J.","Johnston","Wesley J.","W.J.","true","60012387"
"964",303,"true","1","https://api.elsevier.com/content/author/author_id/57204358704","57204358704",NA,"Hartmann J.","Hartmann","Jochen","J.","true","60028229"
"965",303,"true","2","https://api.elsevier.com/content/author/author_id/57204353775","57204353775",NA,"Huppertz J.","Huppertz","Juliana","J.","true","60028229"
"966",303,"true","3","https://api.elsevier.com/content/author/author_id/57204351367","57204351367",NA,"Schamp C.","Schamp","Christina","C.","true","60028229"
"967",303,"true","4","https://api.elsevier.com/content/author/author_id/57204343264","57204343264",NA,"Heitmann M.","Heitmann","Mark","M.","true","60028229"
"968",304,"true","1","https://api.elsevier.com/content/author/author_id/57207986247","57207986247",NA,"John D.L.","John","Deena Liz","D.L.","true","60085748"
"969",304,"true","2","https://api.elsevier.com/content/author/author_id/57207987336","57207987336",NA,"Kim E.","Kim","Ernest","E.","true","60085748"
"970",304,"true","3","https://api.elsevier.com/content/author/author_id/55875847600","55875847600",NA,"Kotian K.","Kotian","Kunal","K.","true","60085748"
"971",304,"true","4","https://api.elsevier.com/content/author/author_id/57207987951","57207987951",NA,"Ong K.Y.","Ong","Ker Yu","K.Y.","true","60085748"
"972",304,"true","5","https://api.elsevier.com/content/author/author_id/57207995046","57207995046",NA,"White T.","White","Tyler","T.","true","60085748"
"973",304,"true","6","https://api.elsevier.com/content/author/author_id/57207989910","57207989910",NA,"Gloukhova L.","Gloukhova","Luba","L.","true","60020928"
"974",304,"true","7","https://api.elsevier.com/content/author/author_id/56177153400","56177153400",NA,"Woodbridge D.M.K.","Woodbridge","Diane Myung Kyung","D.M.K.","true","60085748"
"975",304,"true","8","https://api.elsevier.com/content/author/author_id/57193650666","57193650666",NA,"Ross N.","Ross","Nicholas","N.","true","60085748"
"976",305,"true","1","https://api.elsevier.com/content/author/author_id/57202995372","57202995372",NA,"Ordonez A.","Ordonez","Aris","A.","true","60104964"
"977",305,"true","2","https://api.elsevier.com/content/author/author_id/57205717784","57205717784",NA,"Paje R.","Paje","Rommel Evan","R.E.","true","60104964"
"978",305,"true","3","https://api.elsevier.com/content/author/author_id/57207910701","57207910701",NA,"Naz R.","Naz","Rodel","R.","true","60104964"
"979",306,"true","1","https://api.elsevier.com/content/author/author_id/57185707900","57185707900","0000-0002-4159-2474","Bilro R.G.","Bilro","Ricardo Godinho","R.G.","true","60028300"
"980",306,"true","2","https://api.elsevier.com/content/author/author_id/27467492100","27467492100","0000-0001-8362-4430","Loureiro S.M.C.","Loureiro","Sandra Maria Correia","S.M.C.","true","60028300"
"981",306,"true","3","https://api.elsevier.com/content/author/author_id/57201342913","57201342913","0000-0001-6286-1437","Guerreiro J.","Guerreiro","João","J.","true","60028300"
"982",307,"true","1","https://api.elsevier.com/content/author/author_id/23101664700","23101664700",NA,"Toubia O.","Toubia","Olivier","O.",NA,NA
"983",307,"true","2","https://api.elsevier.com/content/author/author_id/7005191853","7005191853",NA,"Iyengar G.","Iyengar","Garud","G.",NA,NA
"984",307,"true","3","https://api.elsevier.com/content/author/author_id/57216532143","57216532143",NA,"Bunnell R.","Bunnell","Renée","R.",NA,NA
"985",307,"true","4","https://api.elsevier.com/content/author/author_id/57209455731","57209455731",NA,"Lemaire A.","Lemaire","Alain","A.",NA,NA
"986",308,"true","1","https://api.elsevier.com/content/author/author_id/56233503500","56233503500",NA,"Ordenes F.V.","Ordenes","Francisco Villarroel","F.V.","true","60138684"
"987",308,"true","2","https://api.elsevier.com/content/author/author_id/7004324968","7004324968",NA,"Grewal D.","Grewal","Dhruv","D.","true","60025239"
"988",308,"true","3","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.","true","60021097"
"989",308,"true","4","https://api.elsevier.com/content/author/author_id/7004664517","7004664517",NA,"Ruyter K.D.","Ruyter","Ko De","K.D.","true","60020134"
"990",308,"true","5","https://api.elsevier.com/content/author/author_id/36727950100","36727950100",NA,"Mahr D.","Mahr","Dominik","D.","true","60028163"
"991",308,"true","6","https://api.elsevier.com/content/author/author_id/6604091693","6604091693",NA,"Wetzels M.","Wetzels","Martin","M.","true","60028163"
"992",309,"true","1","https://api.elsevier.com/content/author/author_id/57188860591","57188860591","0000-0001-7950-3935","Gunasekar S.","Gunasekar","Sangeetha","S.","true","60076783"
