"","entry_number","@_fa","@seq","author_url","authid","orcid","authname","surname","given_name","initials","afid.@_fa","afid"
"708",218,"true","1","https://api.elsevier.com/content/author/author_id/55441046300","55441046300","0000-0002-3275-0135","Marine-Roig E.","Marine-Roig","Estela","E.","true","60032717"
"709",218,"true","2","https://api.elsevier.com/content/author/author_id/14071750900","14071750900",NA,"Huertas A.","Huertas","Assumpció","A.","true","60022415"
"710",219,"true","1","https://api.elsevier.com/content/author/author_id/57225760311","57225760311",NA,"Badawy W.","Badawy","Wael","W.","true","60189587"
"711",219,"true","2","https://api.elsevier.com/content/author/author_id/57222226421","57222226421",NA,"El-Helw A.","El-Helw","Anan","A.","true","60007253"
"712",219,"true","3","https://api.elsevier.com/content/author/author_id/23394249400","23394249400",NA,"Youssif A.","Youssif","Aliaa","A.","true","60007253"
"713",220,"true","1","https://api.elsevier.com/content/author/author_id/57221338036","57221338036",NA,"Moschona D.S.","Moschona","Danai Styliani","D.S.","true","60012392"
"714",221,"true","1","https://api.elsevier.com/content/author/author_id/57572085700","57572085700",NA,"Santos M.V.","Santos","Manoel Vitor","M.V.","true","60007249"
"715",221,"true","2","https://api.elsevier.com/content/author/author_id/57572105600","57572105600","0000-0003-2751-7272","Brandão A.M.P.C.","Brandão","Amélia M.P.C.","A.M.P.C.","true","60007249"
"716",222,"true","1","https://api.elsevier.com/content/author/author_id/57221521398","57221521398",NA,"Ma T.M.","Ma","Thae Ma","T.M.","true","60001580"
"717",222,"true","2","https://api.elsevier.com/content/author/author_id/7006667417","7006667417",NA,"Yamamori K.","Yamamori","Kunihito","K.","true","60001580"
"718",222,"true","3","https://api.elsevier.com/content/author/author_id/36447768800","36447768800",NA,"Thida A.","Thida","Aye","A.","true","60072896"
"719",223,"true","1","https://api.elsevier.com/content/author/author_id/23111903500","23111903500",NA,"Shen C.w.","Shen","Chien wen","C.w.","true","60024666"
"720",223,"true","2","https://api.elsevier.com/content/author/author_id/57202692525","57202692525",NA,"Luong T.h.","Luong","Thai ha","T.h.","true","60024666"
"721",223,"true","3","https://api.elsevier.com/content/author/author_id/57202094875","57202094875","0000-0002-9785-4373","Ho J.t.","Ho","Jung tsung","J.t.","true","60024666"
"722",223,"true","4","https://api.elsevier.com/content/author/author_id/57210233213","57210233213",NA,"Djailani I.","Djailani","Irfandi","I.","true","60024666"
"723",224,"true","1","https://api.elsevier.com/content/author/author_id/36597854000","36597854000",NA,"Chou S.J.","Chou","Shih Jie","S.J.","true","60023382"
"724",224,"true","2","https://api.elsevier.com/content/author/author_id/57221165078","57221165078",NA,"Chen Y.C.","Chen","Yi Chih","Y.C.","true","60023382"
"725",224,"true","3","https://api.elsevier.com/content/author/author_id/57203159755","57203159755",NA,"Ting V.","Ting","Vipin","V.","true","60023382"
"726",224,"true","4","https://api.elsevier.com/content/author/author_id/56259866300","56259866300",NA,"Weng R.C.","Weng","Rui Cian","R.C.","true","60023382"
"727",224,"true","5","https://api.elsevier.com/content/author/author_id/57207468502","57207468502",NA,"Chang C.M.","Chang","Chun Ming","C.M.","true","60023382"
"728",224,"true","6","https://api.elsevier.com/content/author/author_id/36604093300","36604093300",NA,"Chang C.L.","Chang","Chun Li","C.L.","true","60023382"
"729",224,"true","7","https://api.elsevier.com/content/author/author_id/35171867000","35171867000",NA,"Wu W.H.","Wu","Wen Hong","W.H.","true","60023382"
"730",224,"true","8","https://api.elsevier.com/content/author/author_id/55825876600","55825876600",NA,"Wang J.H.","Wang","Jung Hsing","J.H.","true","60023382"
"731",224,"true","9","https://api.elsevier.com/content/author/author_id/36005030900","36005030900",NA,"Wu T.D.","Wu","Tzong Dar","T.D.","true","60023529"
"732",225,"true","1","https://api.elsevier.com/content/author/author_id/8981305200","8981305200",NA,"Lee C.C.","Lee","Chien Cheng","C.C.","true","60013395"
"733",225,"true","2","https://api.elsevier.com/content/author/author_id/57220930944","57220930944",NA,"Gao Z.","Gao","Zhongjian","Z.","true","60013395"
"734",225,"true","3","https://api.elsevier.com/content/author/author_id/35115763900","35115763900",NA,"Tsai C.L.","Tsai","Chun Li","C.L.","true","60014982"
"735",226,"true","1","https://api.elsevier.com/content/author/author_id/56076679200","56076679200",NA,"Moro S.","Moro","Sérgio","S.","true","60028300"
"736",226,"true","2","https://api.elsevier.com/content/author/author_id/55574123134","55574123134",NA,"Lopes R.J.","Lopes","Rui J.","R.J.","true","60028300"
"737",226,"true","3","https://api.elsevier.com/content/author/author_id/6506527022","6506527022",NA,"Esmerado J.","Esmerado","Joaquim","J.","true","60028300"
"738",226,"true","4","https://api.elsevier.com/content/author/author_id/57217590938","57217590938",NA,"Botelho M.","Botelho","Miguel","M.","true","60028300"
"739",227,"true","1","https://api.elsevier.com/content/author/author_id/57129541200","57129541200","0000-0002-2584-829X","Martin S.","Martin","Sebastian","S.","true","60013166"
"740",227,"true","2","https://api.elsevier.com/content/author/author_id/56282564300","56282564300",NA,"Grüb B.","Grüb","Birgit","B.","true","60021931"
"741",228,"true","1","https://api.elsevier.com/content/author/author_id/57104793200","57104793200",NA,"Arunachalam S.","Arunachalam","S.","S.","true","60104532"
"742",228,"true","2","https://api.elsevier.com/content/author/author_id/35077132500","35077132500","0000-0001-8378-4119","Bahadir S.C.","Bahadir","S. Cem","S.C.","true","60122553"
"743",228,"true","3","https://api.elsevier.com/content/author/author_id/7005948152","7005948152",NA,"Bharadwaj S.G.","Bharadwaj","Sundar G.","S.G.","true","60104532"
"744",228,"true","4","https://api.elsevier.com/content/author/author_id/25633825200","25633825200",NA,"Guesalaga R.","Guesalaga","Rodrigo","R.","true","60029681"
"745",229,"true","1","https://api.elsevier.com/content/author/author_id/35316120900","35316120900",NA,"Hu F.","Hu","Feng","F.","true","60003078"
"746",230,"true","1","https://api.elsevier.com/content/author/author_id/55286127300","55286127300","0000-0002-2417-0448","Zhong N.","Zhong","Ning","N.","true","60116247"
"747",230,"true","2","https://api.elsevier.com/content/author/author_id/13805392100","13805392100","0000-0003-2665-3272","Schweidel D.A.","Schweidel","David A.","D.A.","true","60116269"
"748",231,"true","1","https://api.elsevier.com/content/author/author_id/24773118900","24773118900","0000-0002-9673-8928","Büschken J.","Büschken","Joachim","J.","true","60005870"
"749",231,"true","2","https://api.elsevier.com/content/author/author_id/7003609866","7003609866","0000-0001-9759-0067","Allenby G.M.","Allenby","Greg M.","G.M.","true","60116516"
"750",232,"true","1","https://api.elsevier.com/content/author/author_id/35611075400","35611075400",NA,"Homburg C.","Homburg","Christian","C.",NA,NA
"751",232,"true","2","https://api.elsevier.com/content/author/author_id/57217058606","57217058606",NA,"Theel M.","Theel","Marcus","M.",NA,NA
"752",232,"true","3","https://api.elsevier.com/content/author/author_id/57188729670","57188729670",NA,"Hohenberg S.","Hohenberg","Sebastian","S.",NA,NA
"753",233,"true","1","https://api.elsevier.com/content/author/author_id/56093967400","56093967400",NA,"Wu J.J.","Wu","Jia Jhou","J.J.","true","60027709"
"754",233,"true","2","https://api.elsevier.com/content/author/author_id/55862974600","55862974600",NA,"Chang S.T.","Chang","Sue Ting","S.T.","true","60108384"
"755",234,"true","1","https://api.elsevier.com/content/author/author_id/57205389968","57205389968",NA,"van Dieijen M.","van Dieijen","Myrthe","M.","true","60016897"
"756",234,"true","2","https://api.elsevier.com/content/author/author_id/56024069000","56024069000",NA,"Borah A.","Borah","Abhishek","A.","true","60004888"
"757",234,"true","3","https://api.elsevier.com/content/author/author_id/6701809198","6701809198",NA,"Tellis G.J.","Tellis","Gerard J.","G.J.","true","60099658"
"758",234,"true","4","https://api.elsevier.com/content/author/author_id/55960478500","55960478500",NA,"Franses P.H.","Franses","Philip Hans","P.H.","true","60016897"
"759",235,"true","1","https://api.elsevier.com/content/author/author_id/53063471400","53063471400",NA,"Cripps H.","Cripps","Helen","H.","true","60105210"
"760",235,"true","2","https://api.elsevier.com/content/author/author_id/55726472500","55726472500",NA,"Singh A.","Singh","Abhay","A.","true","60019544"
"761",235,"true","3","https://api.elsevier.com/content/author/author_id/23668257600","23668257600",NA,"Mejtoft T.","Mejtoft","Thomas","T.","true","60031040"
"762",235,"true","4","https://api.elsevier.com/content/author/author_id/51562579100","51562579100",NA,"Salo J.","Salo","Jari","J.","true","60002952"
"763",236,"true","1","https://api.elsevier.com/content/author/author_id/57191891792","57191891792",NA,"Melumad S.","Melumad","Shiri","S.","true","60022452"
"764",236,"true","2","https://api.elsevier.com/content/author/author_id/57210531468","57210531468",NA,"Meyer R.","Meyer","Robert","R.","true","60022452"
"765",237,"true","1","https://api.elsevier.com/content/author/author_id/57211012168","57211012168",NA,"Ryu D.H.","Ryu","Do Hyeon","D.H.","true","60032330"
"766",237,"true","2","https://api.elsevier.com/content/author/author_id/55317207100","55317207100",NA,"Lim C.","Lim","Chiehyeon","C.","true","60103153"
"767",237,"true","3","https://api.elsevier.com/content/author/author_id/26662511100","26662511100",NA,"Kim K.J.","Kim","Kwang Jae","K.J.","true","60032330"
"768",238,"true","1","https://api.elsevier.com/content/author/author_id/14064624900","14064624900","0000-0002-7782-1777","Berni R.","Berni","Rossella","R.","true","60021859"
"769",238,"true","2","https://api.elsevier.com/content/author/author_id/57191190494","57191190494","0000-0002-5948-5917","Nikiforova N.D.","Nikiforova","Nedka Dechkova","N.D.","true","60021859"
"770",238,"true","3","https://api.elsevier.com/content/author/author_id/17344402700","17344402700","0000-0002-1546-3070","Ranfagni S.","Ranfagni","Silvia","S.","true","60021859"
"771",239,"true","1","https://api.elsevier.com/content/author/author_id/57203034166","57203034166",NA,"Zaki M.","Zaki","Mohamed","M.","true","60120016"
"772",239,"true","2","https://api.elsevier.com/content/author/author_id/6602375892","6602375892",NA,"McColl-Kennedy J.R.","McColl-Kennedy","Janet R.","J.R.","true","60160279"
"773",240,"true","1","https://api.elsevier.com/content/author/author_id/57865023500","57865023500",NA,"Roy A.","Roy","Argha","A.","true","60072255"
"774",240,"true","2","https://api.elsevier.com/content/author/author_id/57864310400","57864310400",NA,"Guria S.","Guria","Shyamali","S.","true","60072255"
"775",240,"true","3","https://api.elsevier.com/content/author/author_id/57864845400","57864845400",NA,"Halder S.","Halder","Suman","S.","true","60072255"
"776",240,"true","4","https://api.elsevier.com/content/author/author_id/57217398424","57217398424",NA,"Banerjee S.","Banerjee","Sayani","S.","true","60072255"
"777",240,"true","5","https://api.elsevier.com/content/author/author_id/57864845500","57864845500",NA,"Mandal S.","Mandal","Sourav","S.","true","60072255"
"778",241,"true","1","https://api.elsevier.com/content/author/author_id/24502711400","24502711400",NA,"Kietzmann J.","Kietzmann","Jan","J.","true","60190688"
"779",241,"true","2","https://api.elsevier.com/content/author/author_id/7005227018","7005227018",NA,"Pitt L.F.","Pitt","Leyland F.","L.F.","true","60113134"
"780",242,"true","1","https://api.elsevier.com/content/author/author_id/55430704000","55430704000",NA,"Mishra S.","Mishra","Sagarika","S.","true","60176042"
"781",242,"true","2","https://api.elsevier.com/content/author/author_id/7004399351","7004399351",NA,"Ewing M.T.","Ewing","Mike T.","M.T.","true","60176042"
"782",243,"true","1","https://api.elsevier.com/content/author/author_id/57206137939","57206137939",NA,"Hung Y.C.","Hung","Yu Chen","Y.C.","true","60121755"
"783",243,"true","2","https://api.elsevier.com/content/author/author_id/57194794995","57194794995",NA,"Guan C.","Guan","Chong","C.","true","60121755"
"784",244,"true","1","https://api.elsevier.com/content/author/author_id/55956942500","55956942500",NA,"Key T.M.","Key","Thomas Martin","T.M.","true","60010265"
"785",244,"true","2","https://api.elsevier.com/content/author/author_id/55347122400","55347122400",NA,"Keel A.L.","Keel","Astrid Lei","A.L.","true","60032877"
"786",245,"true","1","https://api.elsevier.com/content/author/author_id/7101962114","7101962114",NA,"Tsao H.Y.(.","Tsao","Hsiu Yuan (Jody)","H.Y.(.","true","60017511"
"787",245,"true","2","https://api.elsevier.com/content/author/author_id/26435082100","26435082100",NA,"Campbell C.L.","Campbell","Colin L.","C.L.","true","60002214"
"788",245,"true","3","https://api.elsevier.com/content/author/author_id/23028771700","23028771700",NA,"Sands S.","Sands","Sean","S.","true","60030804"
"789",245,"true","4","https://api.elsevier.com/content/author/author_id/36141840400","36141840400",NA,"Ferraro C.","Ferraro","Carla","C.","true","60030804"
"790",245,"true","5","https://api.elsevier.com/content/author/author_id/56563117200","56563117200",NA,"Mavrommatis A.","Mavrommatis","Alexis","A.","true","60113192"
"791",245,"true","6","https://api.elsevier.com/content/author/author_id/27168730300","27168730300",NA,"Lu S.(.","Lu","Steven (Qiang)","S.(.","true","60212023"
"792",246,"true","1","https://api.elsevier.com/content/author/author_id/57196464647","57196464647",NA,"Singh S.K.","Singh","Sunil K.","S.K.",NA,NA
"793",246,"true","2","https://api.elsevier.com/content/author/author_id/22980553900","22980553900",NA,"Marinova D.","Marinova","Detelina","D.",NA,NA
"794",246,"true","3","https://api.elsevier.com/content/author/author_id/55216765800","55216765800",NA,"Singh J.","Singh","Jagdip","J.",NA,NA
"795",247,"true","1","https://api.elsevier.com/content/author/author_id/57210124819","57210124819",NA,"Winkler H.","Winkler","Hans Jörg","H.J.","true","60032991"
"796",247,"true","2","https://api.elsevier.com/content/author/author_id/57210114032","57210114032",NA,"Rieger V.","Rieger","Verena","V.","true","60032991"
"797",247,"true","3","https://api.elsevier.com/content/author/author_id/24402634900","24402634900",NA,"Engelen A.","Engelen","Andreas","A.","true","60025310"
"798",248,"true","1","https://api.elsevier.com/content/author/author_id/57192699976","57192699976",NA,"Pitt C.S.","Pitt","Christine S.","C.S.","true","60002014"
"799",248,"true","2","https://api.elsevier.com/content/author/author_id/35112661300","35112661300",NA,"Bal A.S.","Bal","Anjali Suniti","A.S.","true","60025239"
"800",248,"true","3","https://api.elsevier.com/content/author/author_id/36867799800","36867799800",NA,"Plangger K.","Plangger","Kirk","K.","true","60177637"
"801",249,"true","1","https://api.elsevier.com/content/author/author_id/57188823753","57188823753",NA,"Li Y.","Li","Yiyi","Y.",NA,NA
"802",249,"true","2","https://api.elsevier.com/content/author/author_id/55745013300","55745013300",NA,"Xie Y.","Xie","Ying","Y.",NA,NA
"803",250,"true","1","https://api.elsevier.com/content/author/author_id/7101991882","7101991882","0000-0003-3891-4564","Milne G.R.","Milne","George R.","G.R.","true","60138684"
"804",250,"true","2","https://api.elsevier.com/content/author/author_id/56233503500","56233503500",NA,"Villarroel Ordenes F.","Villarroel Ordenes","Francisco","F.","true","60138684"
"805",250,"true","3","https://api.elsevier.com/content/author/author_id/57211120046","57211120046","0000-0003-4690-4454","Kaplan B.","Kaplan","Begum","B.","true","60010061"
"806",251,"true","1","https://api.elsevier.com/content/author/author_id/6506002212","6506002212","0000-0001-5425-6763","Asllani A.","Asllani","Arben","A.","true","60002804"
"807",251,"true","2","https://api.elsevier.com/content/author/author_id/56976759300","56976759300","0000-0003-1341-7086","Halstead D.","Halstead","Diane","D.","true","60002804"
"808",251,"true","3","https://api.elsevier.com/content/author/author_id/7103021511","7103021511","0000-0003-4463-1341","Taylor V.A.","Taylor","Valerie A.","V.A.","true","60002804"
"809",252,"true","1","https://api.elsevier.com/content/author/author_id/36462422500","36462422500",NA,"Capriello A.","Capriello","Antonella","A.","true","60003668"
"810",252,"true","2","https://api.elsevier.com/content/author/author_id/56575985100","56575985100",NA,"Hassan R.","Hassan","Rohail","R.","true","60212346"
"811",253,"true","1","https://api.elsevier.com/content/author/author_id/55740560500","55740560500",NA,"Wang F.","Wang","Fang","F.","true","60000521"
"812",253,"true","2","https://api.elsevier.com/content/author/author_id/55501983300","55501983300",NA,"Karimi S.","Karimi","Sahar","S.","true","60020661"
"813",254,"true","1","https://api.elsevier.com/content/author/author_id/57207815816","57207815816",NA,"Duncan S.Y.","Duncan","Sherese Y.","S.Y.","true","60007183"
"814",254,"true","2","https://api.elsevier.com/content/author/author_id/57192699976","57192699976",NA,"Pitt C.","Pitt","Christine","C.","true","60002014"
"815",254,"true","3","https://api.elsevier.com/content/author/author_id/57200553348","57200553348",NA,"Ferguson S.L.","Ferguson","Sarah Lord","S.L.","true","60018491"
"816",254,"true","4","https://api.elsevier.com/content/author/author_id/55750572000","55750572000",NA,"Grant P.","Grant","Phillip","P.","true","60000134"
"817",255,"true","1","https://api.elsevier.com/content/author/author_id/57467438100","57467438100",NA,"Cheng Z.(.","Cheng","Zixuan (Mia)","Z.(.","true","60011520"
"818",255,"true","2","https://api.elsevier.com/content/author/author_id/55637741400","55637741400",NA,"Pongpatipat C.","Pongpatipat","Chatdanai","C.","true","60019713"
"819",255,"true","3","https://api.elsevier.com/content/author/author_id/36867799800","36867799800",NA,"Plangger K.","Plangger","Kirk","K.","true","60011520"
"820",255,"true","4","https://api.elsevier.com/content/author/author_id/7005227018","7005227018",NA,"Pitt L.","Pitt","Leyland","L.","true","60018491"
"821",256,"true","1","https://api.elsevier.com/content/author/author_id/26645125800","26645125800",NA,"Perry P.","Perry","Patsy","P.","true","60003771"
"822",256,"true","2","https://api.elsevier.com/content/author/author_id/55480432700","55480432700",NA,"Ashman R.","Ashman","Rachel","R.","true","60020661"
"823",256,"true","3","https://api.elsevier.com/content/author/author_id/16680475800","16680475800",NA,"Stalker I.D.","Stalker","Iain Duncan","I.D.","true","60003771"
"824",257,"true","1","https://api.elsevier.com/content/author/author_id/57211542904","57211542904",NA,"Sidaoui K.","Sidaoui","Karim","K.","true","60003771"
"825",257,"true","2","https://api.elsevier.com/content/author/author_id/14019127400","14019127400",NA,"Burton J.","Burton","Jamie","J.","true","60003771"
"826",257,"true","3","https://api.elsevier.com/content/author/author_id/57191775583","57191775583",NA,"Theodoulidis B.","Theodoulidis","Babis","B.","true","60003771"
"827",258,"true","1","https://api.elsevier.com/content/author/author_id/55088598900","55088598900",NA,"Boon E.","Boon","Edward","E.","true","60031355"
"828",258,"true","2","https://api.elsevier.com/content/author/author_id/57217483548","57217483548",NA,"Botha E.","Botha","Elsamari","E.","true","60001565"
"829",259,"true","1","https://api.elsevier.com/content/author/author_id/57465824900","57465824900",NA,"Cheng Z.M.","Cheng","Zixuan Mia","Z.M.","true","60011520"
"830",259,"true","2","https://api.elsevier.com/content/author/author_id/55637741400","55637741400",NA,"Pongpatipat C.","Pongpatipat","Chatdanai","C.","true","60019713"
"831",259,"true","3","https://api.elsevier.com/content/author/author_id/7005227018","7005227018",NA,"Pitt L.","Pitt","Leyland","L.","true","60018491"
"832",260,"true","1","https://api.elsevier.com/content/author/author_id/57204795068","57204795068","0000-0001-8187-9165","Lappeman J.","Lappeman","James","J.","true","60000356"
"833",260,"true","2","https://api.elsevier.com/content/author/author_id/57216224330","57216224330",NA,"Clark R.","Clark","Robyn","R.","true","60000356"
"834",260,"true","3","https://api.elsevier.com/content/author/author_id/57216225106","57216225106",NA,"Evans J.","Evans","Jordan","J.","true","60000356"
"835",260,"true","4","https://api.elsevier.com/content/author/author_id/57216226895","57216226895",NA,"Sierra-Rubia L.","Sierra-Rubia","Lara","L.","true","101405996"
"836",261,"true","1","https://api.elsevier.com/content/author/author_id/57215081028","57215081028",NA,"Sann R.","Sann","Raksmey","R.","true","60006082"
"837",261,"true","2","https://api.elsevier.com/content/author/author_id/57141435600","57141435600",NA,"Chen C.T.","Chen","Chi Ting","C.T.","true","60029140"
"838",261,"true","3","https://api.elsevier.com/content/author/author_id/9276310500","9276310500",NA,"Lai P.C.","Lai","Pei Chun","P.C.","true","60006082"
"839",261,"true","4","https://api.elsevier.com/content/author/author_id/38961357400","38961357400",NA,"Hu H.H.(.","Hu","Hsin Hui (Sunny)","H.H.(.","true","60029140"
"840",262,"true","1","https://api.elsevier.com/content/author/author_id/26530887100","26530887100",NA,"Aggarwal A.G.","Aggarwal","Anu G.","A.G.","true","60029284"
"841",262,"true","2","https://api.elsevier.com/content/author/author_id/57216956462","57216956462",NA,"Aakash ","Aakash",NA,NA,"true","60029284"
"842",263,"true","1","https://api.elsevier.com/content/author/author_id/57192699976","57192699976","0000-0002-2343-9361","Pitt C.","Pitt","Christine","C.","true","60002014"
"843",263,"true","2","https://api.elsevier.com/content/author/author_id/36867799800","36867799800",NA,"Plangger K.","Plangger","Kirk","K.","true","60177637"
"844",263,"true","3","https://api.elsevier.com/content/author/author_id/57203066773","57203066773","0000-0002-9285-397X","Eriksson T.","Eriksson","Theresa","T.","true","60007183"
"845",264,"true","1","https://api.elsevier.com/content/author/author_id/57216220310","57216220310",NA,"Howarth P.","Howarth","Paul","P.","true","124199746"
"846",265,"true","1","https://api.elsevier.com/content/author/author_id/57216182640","57216182640",NA,"Dahka Z.Y.","Dahka","Zohreh Yousefi","Z.Y.","true","60022927"
"847",265,"true","2","https://api.elsevier.com/content/author/author_id/55490674700","55490674700",NA,"Hajiheydari N.","Hajiheydari","Nastaran","N.","true","60116262"
"848",265,"true","3","https://api.elsevier.com/content/author/author_id/35324988400","35324988400",NA,"Rouhani S.","Rouhani","Saeed","S.","true","60022927"
"849",266,"true","1","https://api.elsevier.com/content/author/author_id/6603678768","6603678768",NA,"Jena R.","Jena","Rabindra","R.","true","60104058"
"850",267,"true","1","https://api.elsevier.com/content/author/author_id/57212277644","57212277644",NA,"Kong D.","Kong","Demei","D.","true","60025761"
"851",267,"true","2","https://api.elsevier.com/content/author/author_id/57207862673","57207862673","0000-0002-2269-8978","Yang J.","Yang","Jun","J.","true","60025761"
"852",267,"true","3","https://api.elsevier.com/content/author/author_id/57212273162","57212273162",NA,"Duan H.","Duan","Hongchen","H.","true","60025761"
"853",267,"true","4","https://api.elsevier.com/content/author/author_id/57312793300","57312793300",NA,"Yang S.","Yang","Siyue","S.","true","60025761"
"854",268,"true","1","https://api.elsevier.com/content/author/author_id/22833662100","22833662100",NA,"Berger J.","Berger","Jonah","J.",NA,NA
"855",268,"true","2","https://api.elsevier.com/content/author/author_id/14034174700","14034174700",NA,"Humphreys A.","Humphreys","Ashlee","A.",NA,NA
"856",268,"true","3","https://api.elsevier.com/content/author/author_id/55578548500","55578548500",NA,"Ludwig S.","Ludwig","Stephan","S.",NA,NA
"857",268,"true","4","https://api.elsevier.com/content/author/author_id/7003743717","7003743717",NA,"Moe W.W.","Moe","Wendy W.","W.W.",NA,NA
"858",268,"true","5","https://api.elsevier.com/content/author/author_id/6508224055","6508224055",NA,"Netzer O.","Netzer","Oded","O.",NA,NA
"859",268,"true","6","https://api.elsevier.com/content/author/author_id/13805392100","13805392100",NA,"Schweidel D.A.","Schweidel","David A.","D.A.",NA,NA
"860",269,"true","1","https://api.elsevier.com/content/author/author_id/57537321600","57537321600",NA,"Mohan G.","Mohan","Geetha","G.","true","60115579"
"861",269,"true","2","https://api.elsevier.com/content/author/author_id/57205303590","57205303590",NA,"Gupta V.","Gupta","Vakul","V.","true","60025757"
"862",269,"true","3","https://api.elsevier.com/content/author/author_id/57205303063","57205303063",NA,"Raj A.","Raj","Amrit","A.","true","60025757"
"863",269,"true","4","https://api.elsevier.com/content/author/author_id/16468794500","16468794500",NA,"Kaur R.","Kaur","Ramandeep","R.","true","60025757"
"864",270,"true","1","https://api.elsevier.com/content/author/author_id/57189365925","57189365925",NA,"Liu X.","Liu","Xiao","X.",NA,NA
"865",270,"true","2","https://api.elsevier.com/content/author/author_id/56134228900","56134228900",NA,"Lee D.","Lee","Dokyun","D.",NA,NA
"866",270,"true","3","https://api.elsevier.com/content/author/author_id/7202489639","7202489639",NA,"Srinivasan K.","Srinivasan","Kannan","K.",NA,NA
"867",271,"true","1","https://api.elsevier.com/content/author/author_id/57214915342","57214915342",NA,"Pearson A.","Pearson","Andrew","A.","true","123895126"
"868",272,"true","1","https://api.elsevier.com/content/author/author_id/6508224055","6508224055",NA,"Netzer O.","Netzer","Oded","O.",NA,NA
"869",272,"true","2","https://api.elsevier.com/content/author/author_id/57209455731","57209455731",NA,"Lemaire A.","Lemaire","Alain","A.",NA,NA
"870",272,"true","3","https://api.elsevier.com/content/author/author_id/16480263900","16480263900",NA,"Herzenstein M.","Herzenstein","Michal","M.",NA,NA
"871",273,"true","1","https://api.elsevier.com/content/author/author_id/57205571585","57205571585","0000-0002-6921-7430","Bhattacharya A.","Bhattacharya","Abhi","A.","true","60010023"
"872",273,"true","2","https://api.elsevier.com/content/author/author_id/24364418400","24364418400","0000-0003-2623-9944","Misra S.","Misra","Shekhar","S.","true","60104653"
"873",273,"true","3","https://api.elsevier.com/content/author/author_id/57195718906","57195718906",NA,"Sardashti H.","Sardashti","Hanieh","H.","true","60122764"
"874",274,"true","1","https://api.elsevier.com/content/author/author_id/16507411000","16507411000",NA,"Previte J.","Previte","Josephine","J.","true","60160279"
"875",274,"true","2","https://api.elsevier.com/content/author/author_id/14058818800","14058818800",NA,"Robertson N.","Robertson","Nichola","N.","true","60018805"
"876",275,"true","1","https://api.elsevier.com/content/author/author_id/57283351000","57283351000",NA,"Srivastava V.","Srivastava","Vartika","V.","true","60211905"
"877",275,"true","2","https://api.elsevier.com/content/author/author_id/36465156300","36465156300",NA,"Kalro A.D.","Kalro","Arti D.","A.D.","true","60211905"
"878",276,"true","1","https://api.elsevier.com/content/author/author_id/56595234100","56595234100",NA,"Aleti T.","Aleti","Torgeir","T.","true","60011362"
"879",276,"true","2","https://api.elsevier.com/content/author/author_id/55855473900","55855473900",NA,"Pallant J.I.","Pallant","Jason I.","J.I.","true","60030804"
"880",276,"true","3","https://api.elsevier.com/content/author/author_id/57196455099","57196455099",NA,"Tuan A.","Tuan","Annamaria","A.","true","60028218"
"881",276,"true","4","https://api.elsevier.com/content/author/author_id/25637923200","25637923200",NA,"van Laer T.","van Laer","Tom","T.","true","60025709"
"882",277,"true","1","https://api.elsevier.com/content/author/author_id/57189691997","57189691997",NA,"Paschen J.","Paschen","Jeannette","J.","true","60002014"
"883",277,"true","2","https://api.elsevier.com/content/author/author_id/24502711400","24502711400",NA,"Kietzmann J.","Kietzmann","Jan","J.","true","60190688"
"884",277,"true","3","https://api.elsevier.com/content/author/author_id/25923944400","25923944400",NA,"Kietzmann T.C.","Kietzmann","Tim Christian","T.C.","true","60029069"
"885",278,"true","1","https://api.elsevier.com/content/author/author_id/57215538922","57215538922",NA,"Sint H.S.","Sint","Hla Sann","H.S.","true","60072896"
"886",278,"true","2","https://api.elsevier.com/content/author/author_id/36634636400","36634636400",NA,"Oo K.K.","Oo","Khine Khine","K.K.","true","60072896"
"887",279,"true","1","https://api.elsevier.com/content/author/author_id/57212404131","57212404131",NA,"Oo Y.","Oo","Yadanar","Y.","true","60072896"
"888",279,"true","2","https://api.elsevier.com/content/author/author_id/15924335000","15924335000",NA,"Soe K.M.","Soe","Khin Mar","K.M.","true","60072896"
"889",280,"true","1","https://api.elsevier.com/content/author/author_id/57202974851","57202974851",NA,"Lee D.","Lee","Donghyun","D.","true","60018257"
"890",280,"true","2","https://api.elsevier.com/content/author/author_id/57196196557","57196196557",NA,"Park H.","Park","Hosung","H.","true","60018257"
"891",280,"true","3","https://api.elsevier.com/content/author/author_id/35102694300","35102694300",NA,"Lim M.","Lim","Minkyu","M.","true","60018257"
"892",280,"true","4","https://api.elsevier.com/content/author/author_id/55720061900","55720061900",NA,"Kim J.H.","Kim","Ji Hwan","J.H.","true","60018257"
"893",281,"true","1","https://api.elsevier.com/content/author/author_id/57190072766","57190072766",NA,"Letheren K.","Letheren","Kate","K.","true","60011019"
"894",281,"true","2","https://api.elsevier.com/content/author/author_id/22951793000","22951793000",NA,"Russell-Bennett R.","Russell-Bennett","Rebekah","R.","true","60011019"
"895",281,"true","3","https://api.elsevier.com/content/author/author_id/56699638600","56699638600",NA,"Mulcahy R.F.","Mulcahy","Rory Francis","R.F.","true","60032607"
"896",281,"true","4","https://api.elsevier.com/content/author/author_id/57202999808","57202999808",NA,"McAndrew R.","McAndrew","Ryan","R.","true","60011019"
"897",282,"true","1","https://api.elsevier.com/content/author/author_id/55761903200","55761903200",NA,"Kunz W.H.","Kunz","Werner H.","W.H.","true","60024063"
